address,name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),listed_in(city),is_successful
"3, 2nd Main, 11th Cross, Maruthinagar, Madiwala, Near BTM, Bangalore",BTM Bawarchi Biryani,Yes,No,3.6,132,BTM,"Takeaway, Delivery",Chicken Biryani,"Biryani, North Indian, Chinese",600.0,Delivery,Koramangala 5th Block,0
"1, 7th Main Rd, NS Palya, Stage 2, BTM 2nd Stage, Bengaluru, Karnataka",Warm Oven,Yes,No,3.9,32,BTM,Bakery,,"Bakery, Desserts",500.0,Delivery,Bannerghatta Road,0
"998, 1st Main, Koramangala 1st Block, Bangalore",Cafe Thulp,Yes,No,4.1,3006,Koramangala 1st Block,Cafe,"Burgers, Fries, Pasta, Pork Chops, Chocolate Milkshake, Sandwiches, Waffles","Cafe, Burger, Italian, Salad",1000.0,Delivery,Koramangala 5th Block,1
"266/6, 10th Cross, 1st N Block, Rajajinagar, Bangalore",Aishwarya Sweets,Yes,No,3.6,24,Rajajinagar,Sweet Shop,,"Mithai, Street Food",250.0,Desserts,Malleshwaram,0
"Mantri Elegance, BTM 2nd Stage, NS Palya, Bannerghatta Road, Bangalore",The Sandesh Factory,No,No,3.2,4,Bannerghatta Road,Sweet Shop,,"Mithai, Desserts",150.0,Desserts,Bannerghatta Road,0
"542, 1st Floor, CMH Road, Indiranagar Metro Station, Indiranagar, Bangalore",Dakshin Biryani & Tiffin,Yes,No,3.4,334,Indiranagar,Casual Dining,"Biryani, Multi Grain Dosa, Kheer, Egg Bhurji, Sooji Halwa, Tamarind Chicken, Coffee","Andhra, South Indian, North Indian",550.0,Delivery,Brigade Road,0
"42/2, 20th C Cross, Buchappa Layour, Ejipura, Bangalore",McLeans Italian Pizzeria,Yes,No,3.4,30,Ejipura,Delivery,,"American, Pizza",500.0,Delivery,Brigade Road,0
"Narayan Gowda Layout, 1st Stage, BTM, Bangalore",Al Habibi Restaurant,Yes,No,3.5,17,BTM,Quick Bites,,"North Indian, Chinese",300.0,Dine-out,BTM,0
"Kalamandhar Road, Marathahalli, Bangalore",Central Cafe,Yes,No,3.2,4,Marathahalli,"Beverage Shop, Quick Bites",,"Beverages, Fast Food",300.0,Dine-out,Marathahalli,0
"Suraj Tower, 216/13, 27th Cross, 3rd Block, Jayanagar, Bangalore",Pizza Hut,Yes,No,3.8,706,Jayanagar,Casual Dining,"Pasta, Garlic Bread, Tandoori Paneer, Pane Pizza, Potato Wedges, Chicken Pizza, Chocolate Fudge","Pizza, Fast Food",750.0,Dine-out,Jayanagar,1
"32, Shop 1, Rama Krishna Layout, Gottigere, Bannerghatta Road, Bangalore",Aman Chaat's And Fast Food Corner,Yes,No,3.7,0,Bannerghatta Road,Quick Bites,,"North Indian, Chinese",150.0,Dine-out,Bannerghatta Road,0
"49, 2nd Cross Road, Industrial Area, Stage 2, Bannerghatta Road, Bangalore",Chaitanya Grand,No,No,3.6,11,Bannerghatta Road,Quick Bites,,"South Indian, North Indian, Chinese",300.0,Dine-out,BTM,0
"295, Sri Krishna Complex, 10th Main, 3rd Block, Jayanagar, Bangalore",Chung's Chinese Corner,Yes,No,3.9,221,Jayanagar,Casual Dining,"Manchow Soup, Momos, Wonton Soup, Chowmein, American Chopsuey, Chop Suey, Manchurian",Chinese,700.0,Dine-out,Basavanagudi,1
"5/2, CL Layout, DRC Post, Near Christ College, Hosur Road, Bangalore",Khan Saheb Grills and Rolls,Yes,No,3.8,63,Hosur Road,Quick Bites,"Rolls, Veggie Roll, Chicken Tikka Roll, Beda Roti","Fast Food, Rolls",350.0,Dine-out,Koramangala 6th Block,1
"Shop 5, New Building, 15 A, First Floor, Kasavanahalli Main Road, Sarjapur Road, Bangalore",The Good Bowl,Yes,No,3.6,10,Sarjapur Road,"Takeaway, Delivery",,"Italian, North Indian, Biryani",500.0,Delivery,Bellandur,0
"Outer Ring Road, Near Maruti infotech, Domlur, Bangalore",Juice Planet Food Corner,No,No,3.7,0,Domlur,Quick Bites,,"Biryani, Beverages",150.0,Delivery,Koramangala 6th Block,0
"62 Ramamurthy Nagar Main Road, Banaswadi (Next to Indian Bank) Bangalore",29 Degrees North,Yes,No,3.9,283,Banaswadi,Quick Bites,"Chaat, Paratha, Vada Pav, Dal Makhani, Paneer Bhurji, Rabri, Kulcha","North Indian, Fast Food, Street Food",250.0,Delivery,Kammanahalli,1
"Next to BSNL, HAL 2nd Stage, 80 Feet Road, Indiranagar, Bangalore",Empire Restaurant,Yes,No,4.2,8176,Indiranagar,Casual Dining,"Dum Biryani, Fiery Chicken, Butter Chicken, Pepper Chicken, Paneer Tikka Masala, Chicken Grill, Corn Paratha","North Indian, Mughlai, South Indian, Chinese",750.0,Buffet,Indiranagar,1
"121/10, Kothnur Main Road, Opposite Gourvanager Bus Stop, JP Nagar, Bangalore",Juicy & Spicy,Yes,No,3.2,7,JP Nagar,"Quick Bites, Beverage Shop",,"Bakery, Fast Food",150.0,Delivery,JP Nagar,0
"5, 5th Floor, Brigade Royal Hotel, Brigade Road, Bangalore",Hashtag Cafe,No,No,2.8,46,Brigade Road,Cafe,,"Cafe, Continental, European, Italian",700.0,Cafes,Residency Road,0
"3, 5th Block, 60 Feet Road, Koramangala 5th Block, Bangalore",Choo Zi,No,No,3.7,0,Koramangala 5th Block,Delivery,,Chinese,300.0,Delivery,BTM,0
"1st Floor, 1st Cross, Beside Bosch, Koramangala 7th Block, Bangalore",Thalis Of India,Yes,No,3.6,24,Koramangala 7th Block,Delivery,,"South Indian, North Indian, Beverages",500.0,Delivery,Koramangala 6th Block,0
"2E2, 4th Cross Road, Devasandra Industrial Estate, Mahadevapura, Whitefield, Bangalore",Topsy Turvey,No,No,3.7,0,Whitefield,Bar,,Finger Food,900.0,Drinks & nightlife,Whitefield,0
"Jayamahal Palace, Jayamahal, Frazer Town, Bangalore",Gallops,No,No,3.6,31,Frazer Town,Lounge,,"Chinese, Continental, North Indian",1400.0,Dine-out,Frazer Town,0
"Circular Street, A.T Halli, Shanti Nagar, Bengaluru",Let's Eat Desi Chinese,No,No,3.7,0,Shanti Nagar,Quick Bites,,Chinese,300.0,Dine-out,Residency Road,0
"Ground Floor, SGR Dental College Road, Marathahalli, Bangalore",Biryani Bar,Yes,No,3.7,0,Marathahalli,Delivery,,Biryani,500.0,Delivery,Brookefield,0
"No 9 Roopenagrahara, backside of Mahendra showroom, BomNahalli, Bangalore Landmark Dorothy?s kitchen",Navya's,Yes,No,2.5,47,Bommanahalli,Casual Dining,,"Hyderabadi, Biryani, North Indian",800.0,Delivery,Koramangala 5th Block,0
"28/12/2, 3rd Main Road, Mountjoy Extension, Hanumantanagar, Banashankari, Bengaluru",VEGeatz,Yes,No,3.4,19,Banashankari,Quick Bites,,"South Indian, North Indian",200.0,Delivery,Jayanagar,0
"235, 31st Main Road, Opposite Siddeshwara Theatre, Phase 6, JP Nagar, Bangalore",Roll Wala,Yes,No,3.3,7,JP Nagar,"Takeaway, Delivery",,"Rolls, Juices",300.0,Delivery,JP Nagar,0
"3, Adarsh inn, 1st Main Road, Next to Giriyas, Gandhinagar, Majestic, Bangalore",Annapoorni Grand,No,No,3.9,82,Majestic,Casual Dining,"Chicken Biryani, Ragi Mudde, Mutton Biryani","Chinese, South Indian, North Indian",450.0,Delivery,Lavelle Road,1
"254/185/26, Baswer Sannidhi, 2nd Main Road, Neeladri layout, Doddathoguru, Electronics City Phase 1, Electronic City, Bangalore",Happy Cups,No,No,3.7,0,Electronic City,Quick Bites,,"Bakery, Cafe, Sandwich",300.0,Cafes,Electronic City,0
"210, A.K. Colony, Koramangala 8th Block, Bangalore",Pooja's Kitchen,No,No,3.7,17,Koramangala 8th Block,Delivery,,"Bengali, Street Food",300.0,Delivery,Koramangala 4th Block,0
"48, 2nd Main Road, Opposite Namdharis, Vyalikaval, Sadashiv Nagar, Bangalore",Chung Wah,Yes,No,3.9,135,Sadashiv Nagar,Casual Dining,"Manchow Soup, Dragon Rolls, Spring Roll, Sweet Corn Soup, Prawn, Babycorn Manchurian","Chinese, Thai, Momos, Vietnamese",700.0,Delivery,Rajajinagar,1
"Hotel Krishinton, M. S. Ramaiah Main Road, Mathikere, Yeshwantpur, Bangalore",Opel Lounge,No,No,3.2,7,Yeshwantpur,Bar,,"Finger Food, Chinese, North Indian",700.0,Pubs and bars,Malleshwaram,0
"Shop No 2 Main Road Near Shiva Temple, Bellandur, Bangalore",Shiv Shakti Hotel,No,No,3.7,0,Bellandur,Quick Bites,,North Indian,200.0,Dine-out,Sarjapur Road,0
"43, 2nd Block, 19th Main Road, Rajajinagar, Bangalore",Roast 'N' Frost,Yes,No,3.7,18,Rajajinagar,Quick Bites,,"Fast Food, Desserts",200.0,Delivery,Rajajinagar,0
"Hotel Chandrika, Cunningham Raod, Abshot Layout, Vasanth Nagar",Niranthara,No,No,3.7,0,Vasanth Nagar,Casual Dining,,North Indian,600.0,Delivery,MG Road,0
"45/1, Sampige Road, Opposite Expert Dry Cleaners, Malleshwaram, Bangalore",Dharwad Line Bazar Mishra Pedha,No,No,3.4,4,Malleshwaram,Sweet Shop,,Mithai,150.0,Delivery,Rajajinagar,0
"1, 19th Main, Near Kumariamma Temple, Tavarekere Main Road, 1st Stage, BTM, Bangalore",Nawab-E-Khana,Yes,No,3.2,30,BTM,Quick Bites,,"North Indian, Biryani",500.0,Dine-out,Koramangala 4th Block,0
"Rhenius Road, Opposite Hockey Stadium, Richmond Town, Bangalore",Hushy's Kitchen,Yes,No,3.5,58,Shanti Nagar,Quick Bites,,Fast Food,300.0,Delivery,Koramangala 7th Block,0
"427, Ground Floor, 7th Main, 7th Cross, BTM Layout, Bangalore",Kulfi & More,Yes,No,3.7,47,BTM,Dessert Parlor,"Faluda, Rabri, Malai Kulfi","Ice Cream, Beverages",200.0,Delivery,BTM,0
"8/B, 29th Main, BTM Layout 2nd stage, Near Axiss Dental Apollo Home Care, BTM, Bangalore",Ande Ka Funda,No,No,3.5,27,BTM,Quick Bites,,North Indian,200.0,Dine-out,BTM,0
"51, Rama Temple Road, Near VRR Home, Chandra Layout, Ejipura, Bangalore",C Kosila Kitchen,Yes,No,3.1,7,Ejipura,Quick Bites,,North Indian,300.0,Delivery,Koramangala 5th Block,0
"134 KN Complex, 11TH Cross, Next to Mumbai Bistro, North Bangalore, Malleshwaram, Bangalore",Singh Saab Dhaba,Yes,No,3.8,21,Malleshwaram,Casual Dining,,"Fast Food, North Indian",400.0,Delivery,Malleshwaram,0
"1st Floor, MG Road Metro Station, Church Street Entrance, MG Road, Bangalore",Chai Ki Tapri,No,No,3.7,16,MG Road,Cafe,,Cafe,250.0,Dine-out,Brigade Road,0
"5th Cross Road, Dollar Layout, 3rd Phase, JP Nagar, Bangalore",Slate Cafe,Yes,No,4.1,46,JP Nagar,Cafe,"Pasta, Sandwiches","Cafe, Sandwich, Burger",600.0,Cafes,Bannerghatta Road,0
"71/72, The Elite, 5th Block, Jyoti Nivas College Road, Koramangala 5th Block, Bangalore",Dice N Dine,Yes,Yes,4.3,1807,Koramangala 5th Block,"Casual Dining, Cafe","Lasagne, Tiramisu, Chicken Popcorn, Mocktails, Club Chicken Sandwich, Nachos, Pasta","Continental, Cafe, Italian, Fast Food, Steak",900.0,Dine-out,Koramangala 5th Block,1
"82, 80 Feet Road, Opposite MS Ramaiah Hospital, RMV 2nd Stage, New BEL Road, Bangalore",Jashn Hyderabadi Bawarchi,Yes,No,2.9,139,New BEL Road,Casual Dining,"Lemon Chicken, Hyderabadi Biryani","Hyderabadi, North Indian, Chinese, Biryani",650.0,Delivery,Malleshwaram,0
"Singasandra, Electronic City, Bangalore",Queens,No,Yes,4.3,169,Electronic City,Bar,"Cocktails, Fries, Dal Makhani, Panneer Butter Masala, Chicken Nachos","North Indian, Continental, British",1400.0,Dine-out,Electronic City,1
"311, 15th Cross, 5th Phase, JP Nagar, Bangalore",Pizza Hut,Yes,No,2.7,159,JP Nagar,Quick Bites,Prompt Service,Pizza,750.0,Delivery,Bannerghatta Road,0
"20/2, Vittal Mallya Road, Lavelle Road, Bangalore",The Biere Club,Yes,Yes,4.3,3484,Lavelle Road,"Pub, Microbrewery","Wheat Beer, Pizza, Cocktails, Virgin Sangria, Pork Chops, Craft Beer, Meatballs","Continental, BBQ, Finger Food",1700.0,Drinks & nightlife,Brigade Road,1
"73, Ground floor, Bineeta Plaza, Harlur Road, Sarjapur Road, Bangalore",Baskin Robbins,No,No,3.7,0,Sarjapur Road,Dessert Parlor,,"Ice Cream, Desserts",250.0,Desserts,Sarjapur Road,0
"21, KK St, Someshwarpura, Ulsoor, Bangalore",Indian Spice Food,Yes,No,3.7,30,Ulsoor,Quick Bites,,"North Indian, Chinese",300.0,Delivery,MG Road,0
"17,17/1, Ground Floor, Madhavanagar Extension, Race Course Road, Bangalore","R Bar - Renaissance Hotel, Bengaluru",No,Yes,4.2,167,Race Course Road,"Bar, Casual Dining",Cocktails,Continental,1400.0,Pubs and bars,Malleshwaram,1
"6, Lakshmi Street, 1st Main, Oppsite, Axis Vedam Apperment, 7th Phase, JP Nagar, Bangalore",Chaat Cafee,Yes,No,3.7,0,JP Nagar,Quick Bites,,"Street Food, Juices",150.0,Dine-out,Bannerghatta Road,0
"52/2, Sujay's Pride, Church Street, Bangalore",Somilan Steak House,No,No,4.3,527,Church Street,Casual Dining,"Salads, Beef Steak, Pork Chops, Crispy Pork, Wine, Chicken Salad, Pork Ribs","North Eastern, Asian, Naga, Steak, Momos",800.0,Dine-out,Church Street,1
"160/A, 1st Main Road, 7th Block, Koramangala 7th Block, Bangalore",Meat And Eat,Yes,No,3.6,90,Koramangala 7th Block,Quick Bites,"Burgers, Fries, Chicken Wings, Popcorn, Chicken Grill","Fast Food, Burger",500.0,Dine-out,Koramangala 7th Block,0
"49/8, 29th B Main, 100ft Ring Road, 1st Stage, BTM, Bangalore",Nammura Donne Biriyani,Yes,No,3.6,68,BTM,Quick Bites,,"Andhra, Biryani",300.0,Dine-out,Koramangala 4th Block,0
"Indian Express Building, 1st Floor, Queens Road, Cunningham Road, Bangalore",Chaithanya Andhra Style Family Restaurant,No,No,3.2,4,Cunningham Road,Casual Dining,,"Andhra, North Indian, Chinese",600.0,Dine-out,Church Street,0
"581, Ground Floor, 22nd Cross Road, HSR Club Road, 3rd Sector, HSR, Bangalore",Donne Biriyani House,Yes,No,3.2,74,HSR,Quick Bites,,"Biryani, South Indian",400.0,Delivery,Koramangala 4th Block,0
"1070, Ramkrishana Arcade, 80 Feet Road, Kumaraswamy Layout, Bangalore",AAlvina Restaurant,No,No,3.7,0,Kumaraswamy Layout,Quick Bites,,"North Indian, South Indian, Chinese",400.0,Dine-out,Brigade Road,0
"7th Main Road, 1st Block, HRBR Layout, Kalyan Nagar, Bangalore",2 Statez,Yes,No,3.7,209,Kalyan Nagar,Casual Dining,"Fish Curry, Buttermilk, Appam, Neer Dosa, Chicken Stew, Chicken Curry, Egg Roast","Kerala, Seafood, South Indian, North Indian, Chinese",600.0,Delivery,Kammanahalli,0
"Sri Lakshmi Narasimha Swamy Main Road, Doddathoguru, Electronic City, Bangalore",Sai Upahar,No,No,3.7,0,Electronic City,Quick Bites,,"South Indian, Street Food",200.0,Dine-out,Electronic City,0
"934, 16th Main Road, Kuvempu Nagar, BTM 2nd Stage, BTM, Bengalore",Sher-E-Punjab,Yes,No,3.2,19,BTM,Quick Bites,,"North Indian, Chinese",400.0,Delivery,Bannerghatta Road,0
"Hongasandra Main Road, Near Sharadha Vikas School, Garvebhavipalya Bommanahalli, Bangalore",Spice Resto,No,No,3.3,5,Bommanahalli,Quick Bites,,"Kerala, North Indian, Chinese",400.0,Delivery,HSR,0
"59, Ground Floor, Opposite Jyoti Niwas College, Koramangala 5th Block, Bangalore",Chai Galli,Yes,No,4.3,480,Koramangala 5th Block,Cafe,"Tea, Chai, Margherita Pizza, Sandwiches, Corn Sandwich, Paneer Parantha, Brownie","Cafe, Tea, Street Food",450.0,Delivery,Koramangala 4th Block,1
"3 Venkoji Roa Kkhane, Behind Salarpuria Apartment, Mangammapalya Main Road, HSR, Bangalore",Madeena Hotel,Yes,No,3.9,236,HSR,Quick Bites,Ghee Rice,"North Indian, Mughlai, Biryani",400.0,Delivery,HSR,1
"17/4, Cambridge Layout, Ulsoor, Bangalore",Kadamba Foodline,Yes,No,3.7,30,Ulsoor,Quick Bites,,"Chinese, North Indian, South Indian, Street Food",400.0,Dine-out,Church Street,0
"71/72, The Elite, 5th Block, Jyoti Nivas College Road, Koramangala 5th Block, Bangalore",Dice N Dine,Yes,Yes,4.3,1804,Koramangala 5th Block,"Casual Dining, Cafe","Lasagne, Tiramisu, Chicken Popcorn, Mocktails, Club Chicken Sandwich, Nachos, Pasta","Continental, Cafe, Italian, Fast Food, Steak",900.0,Cafes,Koramangala 4th Block,1
"390, 29th A Main, 1st stage",Kataria's Home Food,Yes,No,3.1,40,BTM,Quick Bites,"Dal Makhani, Rice, Buttermilk","North Indian, Chinese",250.0,Dine-out,Koramangala 5th Block,0
"2nd Cross, 4th Main, Near Maharaja Signal, Koramangala 4th Block, Bangalore",Daba Delights,Yes,No,3.3,9,Koramangala 4th Block,Delivery,,"North Indian, Mughlai",400.0,Delivery,Koramangala 5th Block,0
"305, Parappana Agrahara Main Road, Sai Sree Layout, Parappana Agrahara, Electronic City, Bengaluru",Sweet Revenge Bake N Cafe,No,No,3.7,0,Electronic City,Quick Bites,,"Bakery, Fast Food, Cafe",200.0,Cafes,Electronic City,0
"2nd Floor, Public Utility Building, MG Road, Bangalore",Canopy,No,No,3.0,107,MG Road,Casual Dining,Gulab Jamun,"North Indian, Continental, Chinese",800.0,Buffet,Brigade Road,0
"55, Veerapali Street, Commercial Street, Bangalore",Rawal Jalebi,Yes,No,3.5,9,Commercial Street,Dessert Parlor,,Desserts,100.0,Delivery,Lavelle Road,0
"420, V P Plaza, 4th Cross, 2nd Block, Kalyan Nagar, Bangalore",The Chocolate Heaven,Yes,No,4.1,399,Kalyan Nagar,"Dessert Parlor, Cafe","Waffles, Hot Chocolate, Brownie, Pizza, Coffee, Pancakes, Pasta","Desserts, Cafe, Italian, Beverages",700.0,Desserts,Kammanahalli,1
"123, 1st & 2nd Floor, Brigade Road, Bangalore",Cobaja,Yes,Yes,4.3,61,Brigade Road,Casual Dining,"Badam Milk, Cocktails, Mutton Liver Fry, Paan Mojito, Veg Thali, Mocktails, Neer Dosa","Seafood, South Indian, Bar Food, Mangalorean, Konkan",700.0,Delivery,Brigade Road,1
"3, 80 Feet Road, Indiranagar, Bangalore",Lono,No,Yes,4.2,242,Indiranagar,"Lounge, Casual Dining","Cocktails, Pizza, Fish, Gooey Brownie, Chips, Apple Pie, Nachos","Continental, Modern Indian",1500.0,Drinks & nightlife,Old Airport Road,1
"110, 6th Cross Road, Koramangala 6th Block, Bangalore",Black Kitchen,Yes,No,3.7,26,Koramangala 6th Block,Quick Bites,,"Kerala, South Indian",400.0,Dine-out,Koramangala 4th Block,0
"5, 80 Feet Road,1st Stage, H Colony, Indiranagar, Bangalore",Dal Roti Sabji,Yes,No,4.1,81,Indiranagar,Quick Bites,"Kadhai Paneer, Paratha",North Indian,150.0,Delivery,Indiranagar,1
"2nd Floor, MMR Plaza, Above DCB Bank, Sarjapur Main Road, Koramangala 1st Block, Bangalore",The Burger Place,Yes,No,3.8,28,Koramangala 1st Block,Quick Bites,,"Burger, Continental, Fast Food",400.0,Delivery,Koramangala 6th Block,0
"35/1B, CRM Sowbhagya Annexe, Near Purva Riviera Apartments, Marathahalli, Bangalore",Cafe 19,No,No,3.7,0,Marathahalli,Cafe,,"Cafe, Fast Food",350.0,Dine-out,Brookefield,0
"773, HAL 2nd Stage, 100 Feet Road, Indiranagar, Bangalore",Vapour Pub & Brewery,No,Yes,4.2,6998,Indiranagar,"Microbrewery, Pub","Pesto Pasta, Craft Beer, Wheat Beer, Cocktails, Crispy Chilli Corn, Butter Chicken, Paneer Tikka","North Indian, Continental, Chinese",1400.0,Dine-out,Old Airport Road,1
"18/1, 8th Main Road, Vasanth Nagar, Bangalore",Sri Ayodhya Veg,No,No,3.6,24,Vasanth Nagar,Quick Bites,,"South Indian, North Indian, Chinese",300.0,Delivery,MG Road,0
"12/1, Ulsoor Road, Sivanchetti Gardens, Ulsoor, Bangalore",Ente Keralam,Yes,No,4.0,1103,Ulsoor,Casual Dining,"Appam, Fish, Mutton Stew, Cocktails, Egg Roast, Prawn Curry, Chicken Stew","Kerala, Seafood",1300.0,Dine-out,Lavelle Road,1
Delivery Only,Cafe Remix,No,No,3.7,0,Koramangala,Delivery,,"Mexican, Italian",600.0,Delivery,Koramangala 4th Block,0
"8th Block, Opposite Bethany School, 80 Feet Road, Koramangala 8th Block, Bangalore",Lakeview Milkbar,No,No,3.8,291,Koramangala 8th Block,"Dessert Parlor, Cafe","Burgers, Pizza, Chocolate Fudge, Caramel Cheesecake, Vanilla Ice Cream, Hot Chocolate, Thick Shakes","Desserts, Cafe, Fast Food",500.0,Desserts,Koramangala 6th Block,1
"3,11th Cross, Maruthi Nagar, 1st Stage, BTM, Bangalore",Royal's Biryani,Yes,No,3.7,0,BTM,Quick Bites,,Biryani,300.0,Dine-out,Koramangala 6th Block,0
"Shop 23, 4th Cross, Above Reliance Fresh, OMBR layout, Banaswadi, Bangalore",Noodles,Yes,No,3.8,98,Banaswadi,Casual Dining,"Hakka Noodles, Pork Momo, Veg Momos, Chicken Manchurian, Chicken Momo, Chop Suey, Chilli Chicken","Chinese, Momos",500.0,Delivery,Kammanahalli,1
"16/3, Cambridge Road, Cambridge Layout, Jogupalya, Ulsoor, Bangalore",Crunch Pizzas,Yes,No,2.5,34,Ulsoor,Quick Bites,,"Italian, Pizza",600.0,Delivery,Church Street,0
"239, Seppings Road, Shivajinagar, Bangalore",South Calcutta Sweets & Chat,No,No,3.7,0,Shivajinagar,Quick Bites,,"Street Food, Desserts",200.0,Desserts,Residency Road,0
"595, Ground Floor, Kundalahalli, Varthur Hobli Mahadevpura, Marathahalli, Bangalore",PK Dhaba,Yes,No,3.7,0,Marathahalli,Dhaba,,"North Indian, Fast Food, Beverages",250.0,Delivery,Jayanagar,0
"Opposite Rainbow Residency Main Gate, Junnasandra Main Road, Sarjapur Road, Bangalore",Tastebuds,Yes,No,3.7,23,Sarjapur Road,"Bakery, Quick Bites",,"Bakery, Fast Food",300.0,Desserts,Bellandur,0
"22, Ground Floor, 9th Main, 2nd Cross Road, BTM Layout 1, Bangalore",Healthy Parathawala,Yes,No,3.7,0,BTM,Quick Bites,,North Indian,200.0,Dine-out,Jayanagar,0
325 8th Cross Road,Crave,No,No,3.7,0,Koramangala 4th Block,Bakery,,Bakery,600.0,Delivery,Koramangala 5th Block,0
"Shop 3, Opp Oceanus Monarda, Kasavanhalli, Off Sarjapur Road, Bangalore",Archana's First Crush,Yes,No,3.7,32,Sarjapur Road,Bakery,,"Bakery, Desserts",400.0,Delivery,Sarjapur Road,0
"488/108, East End Main Road, 9th Block, Jayanagar, Bangalore",Navami,Yes,No,3.5,80,Jayanagar,Casual Dining,"Biryani, Fried Rice Chicken","Andhra, North Indian, Chinese, Mangalorean, Seafood, Biryani",750.0,Delivery,Jayanagar,0
"16/3, Phoenix Arcade, Ground Floor, Shanthala Nagar, Ashok Nagar, Church Street, Bangalore",99 Pancakes,Yes,No,4.1,45,Church Street,Dessert Parlor,Nutella Pancakes,"Desserts, Ice Cream",300.0,Desserts,Lavelle Road,0
"Besdies Kerala Salafi Masjid, BTM Layout Stage 1, 9 C Main, BTM, Bangalore",Amjad Bhai's Star Hotel - Home Food Only,No,No,3.7,0,BTM,Quick Bites,,"North Indian, South Indian",300.0,Dine-out,Koramangala 7th Block,0
"14th Main, 4th Sector, HSR, Bangalore",Swathi Restaurant,Yes,No,3.7,0,HSR,"Takeaway, Delivery",,"Andhra, North Indian, Chinese",400.0,Delivery,BTM,0
"180, 1st Floor, Punappa Layout, Above Apollo Gym, HBR Layout, Bangalore",Happy Eats,Yes,No,3.7,0,HBR Layout,Delivery,,"North Indian, Continental",300.0,Delivery,Kammanahalli,0
"610, 15th Cross, 100 Ft Ring Road, 1st Phase, JP Nagar, Bangalore",The Underpass Pub & Grub,No,Yes,4.0,720,JP Nagar,"Pub, Casual Dining","Pasta, Cocktails, Pizza, Paneer Tikka, Mocktails, Fish, Fries","Finger Food, Continental, North Indian, Chinese",1500.0,Drinks & nightlife,JP Nagar,1
"4, 1st Main Road, Vinayaka Nagar, Sector 6, HSR, Bangalore",Biriyaniz,Yes,No,3.4,301,HSR,"Takeaway, Delivery","Chicken Guntur, Pepper Chicken, Chicken Biryani, Raita","Biryani, North Indian, Chinese, Andhra",400.0,Delivery,BTM,0
"35, Ground Floor, Brigade Road, Shanthala Nagar, Bangalore",Meenu Oota Da Maane,Yes,No,3.1,23,Brigade Road,Casual Dining,,"Seafood, Mangalorean, Chinese",700.0,Delivery,Lavelle Road,0
"26/1, 4th Floor, Orion Mall, Brigade Gateway, Dr. Rajkumar Road, Malleshwaram, Bangalore",BluO,No,Yes,4.1,401,Malleshwaram,Lounge,"Mocktails, Cocktails, Beer, Nachos, Fries","Continental, North Indian",1500.0,Dine-out,Malleshwaram,1
